sno,COMPLAINT ID,COMPLAINT DESCRIPTION,COMPLAINT TYPE,RECEIVED DATE,COMPLAINT DATE,COUNTY,CLOSED DATE,STATUS,ZIP CODE
229,69059,Dust getting on their house and cars from a concrete recycling activity.,Air,2022-01-27,2022-01-26,Frederick,2022-01-31,Incident Closed-No Violation Observed,
230,69058,Fireplace smoke and odor from neighbors. Also concerned about tobacco smoke from neighboring units coming into the condo.,"Odor, Smoke",2022-01-25,2022-01-25,Montgomery,,Referred to Outside Agency,20878
231,69052,Neighbor is burning fires,Smoke,2022-01-25,2022-01-25,Baltimore,,Referred to Outside Agency,
232,69051,Neighbor is burning wood in a shed to keep his cats warm.,Smoke,2022-01-20,2022-01-20,Baltimore,2022-01-25,Incident Closed-Managed,
233,69049,Odor Complaint,Odor,2021-10-30,2021-10-30,Baltimore City,2021-10-30,Incident Closed - No further action,
234,69047,Unknown.  Called.  Waiting for response.,Air,2022-01-21,2022-01-20,Not Yet Determined,,Under Investigation,
235,59045,Mold in Apartment,Other,2022-01-14,2022-01-14,Howard,,Referred to Outside Agency,
236,59043,Trucks Idling around Cabin branch road,Other,2022-01-19,2022-01-19,Prince Georges,2022-01-19,Incident Closed-Managed,
237,59036,Dust from Sand Blasting Paint,Fugitive Dust/Particulate Matter,2022-01-07,2021-12-20,Washington,2022-07-18,Incident Closed-Managed,21742
238,59035,Fibers from the heating system in his condo are bothering the complainant.,ARA AQCP non-regulated entity,2022-01-06,2022-01-06,Baltimore,,Incident Not Applicable to MDE,
239,59030,He smells an industrial odor in the residential neighborhood.,Odor,2022-01-04,2022-01-04,Baltimore City,2022-01-12,Incident Closed-Managed,
240,59029,He smells an industrial odor in the residential neighborhood.,Odor,2022-01-02,2022-01-02,Baltimore City,2022-01-12,Incident Closed-Managed,
241,59028,He smells an industrial odor in the residential neighborhood.,Odor,2022-01-01,2022-01-01,Baltimore City,2022-01-12,Incident Closed-Managed,
242,59027,He smells an industrial odor in the residential neighborhood.,Odor,2021-12-31,2021-12-31,Baltimore City,2022-01-12,Incident Closed-Managed,
243,59026,She sees Xs in  the sky.,Air,2021-12-16,2021-12-16,Baltimore City,2022-01-12,Incident Closed - No further action,
244,59019,Lead and asbestos at the Baltimore Furniture Bank.,Air,2022-01-07,2022-01-06,Baltimore City,2022-01-07,Incident Closed - No further action,
245,59016,Numerous concerns regarding the installation of a crematory at Hartzler Funeral Home,Air,2022-01-05,2022-01-05,Carroll,2022-01-05,Incident Closed-Managed,21776
246,59011,Odor in Home,Odor,2021-12-28,,Washington,2021-12-30,Incident Closed - No further action,21795
247,59010,illegal tire burning,Other,2021-12-28,2021-12-28,Prince Georges,2021-12-28,Incident Closed-Managed,20782
248,59009,Cloud Of Smoke,Smoke,2021-12-20,2021-12-20,Allegany,,Referred to Outside Agency,26726
249,59007,Smoke/Odor,Smoke,2021-12-20,2021-12-20,Allegany,,Referred to Outside Agency,26726
250,59006,Burning plastic.,Air,2021-12-29,2021-12-28,Frederick,,Under Investigation,21703
251,59005,The caller would like to find a list of Environmental Consultants that would assist with indoor air quality concerns.,Air,2021-12-21,2021-12-21,Montgomery,2021-12-28,Incident Closed - No further action,
252,59004,Neighbor burning trash in the area,Other,2021-12-22,2021-12-22,Prince Georges,2021-12-22,Incident Closed-Managed,
253,59002,Commercial sandblasting on private property next to Tabler Road and a stream.,Air,2021-12-27,2021-12-21,Frederick,2021-12-28,Incident Closed-Managed,
254,58995,Odor Complaint,Odor,2021-12-05,2021-12-05,Dorchester,2021-12-05,Incident Closed - No further action,21835
255,58994,Debris on Road,Other,2021-12-02,,Allegany,2022-03-09,Incident Closed-Managed,21502
256,58991,Smoke from neighbors smoke stack.,Smoke,2021-12-15,2021-12-15,Harford,,Referred to Outside Agency,
257,58990,Dust,Air,2021-12-21,2021-12-17,Frederick,2022-01-18,Incident Closed-Managed,
258,58989,Truckers on complainants road have hit two of her trees.,Other,2021-12-16,2021-12-16,Harford,,Incident Not Applicable to MDE,
259,58988,Neighbor is smoking in apartment next door.,Smoke,2021-12-13,2021-12-12,Harford,,Referred to Outside Agency,
260,58987,Open Burning,Open Burning,2021-12-01,2021-11-07,Washington,2022-06-16,Incident Closed-Managed,21742
261,58981,Odor around Beachwood Road in Baltimore County,Odor,2021-12-13,2021-12-13,Baltimore,2022-01-27,Incident Closed-Managed,21222
262,58980,He smells an industrial odor in the residential neighborhood.,Odor,2021-12-04,2021-12-04,Baltimore City,2021-12-15,Incident Closed-Managed,
263,58979,That a lead and mold inspection needs to be completed at her home.,Lead Paint Poisoning Complaint,2021-12-02,2021-12-02,Baltimore City,2021-12-15,Incident Closed - No further action,
264,58978,That neighbor is open burning and creating smoke emissions.,Smoke,2021-12-02,2021-12-02,Calvert,2021-12-15,Incident Closed - No further action,
265,58976,He smells an industrial odor in the residential neighborhood.,Odor,2021-12-01,2021-12-01,Baltimore City,2021-12-15,Incident Closed-Managed,
266,58975,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-20,2021-11-20,Baltimore City,2021-12-15,Incident Closed-Managed,
267,58974,That neighbor is renovating exterior of home and creating paint fugitive emissions.,Fugitive Dust/Particulate Matter,2021-09-27,2021-09-27,Baltimore City,2021-12-15,Incident Closed - No further action,
268,58973,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-18,2021-11-18,Baltimore City,2021-12-15,Incident Closed-Managed,
269,58972,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-11,2021-11-11,Baltimore City,2021-12-15,Incident Closed-Managed,
270,58958,Air quality concerns from crushing and screening businesses along Sands Road.,Air,2021-12-08,2021-11-30,Anne Arundel,,Under Investigation,
271,58939,Odor Complaint,Odor,2021-11-21,2021-11-21,Dorchester,2021-11-30,Incident Closed - No further action,21835
272,58938,Odor Complaint,Odor,2021-11-30,2021-11-21,Dorchester,2021-11-30,Incident Closed - No further action,21835
273,58937,Odor Complaint,Odor,2021-11-21,2021-11-21,Dorchester,2021-11-21,Incident Closed - No further action,21835
274,58936,Odor Complaint,Odor,2021-11-17,2021-11-17,Dorchester,2021-11-17,Incident Closed - No further action,21835
275,58930,Employees of Target smoking outside of store.,Smoke,2021-11-22,2021-11-22,Baltimore,,Incident Not Applicable to MDE,
276,58924,complaints from PG citizen,Other,2021-11-18,2021-11-18,Prince Georges,2021-11-22,Incident Closed-Managed,
277,58923,"Air inside Michael and Son Sportsplex in Rockville is poor/ toxic, making people ill.","Air, Odor",2021-11-18,2021-11-02,Montgomery,,Referred to Outside Agency,20850
278,58912,Complainant states The Plant is spraying hydrogen sulfates acid at 8PM.  Smell it in the air & coming from the ground & sewers.  This is near the Salvation Army on Old Washington RD.,Air,2021-11-16,2021-11-12,Charles,2021-11-16,Incident Closed-No Violation Observed,
279,58909,"Pesticides, Possible Health Issues",Other,2021-11-09,,Garrett,,Referred to Outside Agency,
280,58908,Bees Wings Corn Dust,Fugitive Dust/Particulate Matter,2021-11-08,,Washington,2022-06-21,Incident Closed - No further action,21742
281,58907,Bees Wings Corn Dust,Fugitive Dust/Particulate Matter,2021-11-04,2021-11-04,Washington,2022-06-21,Incident Closed - No further action,21742
282,58903,Odor Complaint,Odor,2021-11-11,2021-11-11,Dorchester,2021-11-11,Incident Closed - No further action,21835
283,58902,"Tobacco smoke and odor, as well as harsh detergent fumes, generated by neighbor are coming into the home.","Air, Fumes, Odor, Smoke",2021-11-12,2021-11-12,Montgomery,,Referred to Outside Agency,20902
284,58901,Odor Complaint,Odor,2021-11-11,2021-11-11,Dorchester,2021-11-11,Incident Closed - No further action,21835
285,58900,Air quality in Texas area,Air,2021-11-11,2021-11-11,Baltimore,2021-11-12,Incident Closed-Managed,
286,58899,Indoor air quality in home,Fumes,2021-11-09,2021-11-09,Harford,2021-11-12,Incident Closed-Managed,
287,58892,He smells an industrial odor in the residential neighborhood.,Odor,2021-11-06,2021-11-06,Baltimore City,2021-11-09,Incident Closed-Managed,
288,58888,Odors/fumes from the Businesses at 8249 Waterford Road.,Air,2021-11-08,2021-11-07,Anne Arundel,2021-11-09,Incident Closed-Managed,21122
289,58886,smoking in commercial building.,Other,2021-11-02,2021-11-02,Prince Georges,2021-11-05,Incident Closed-Managed,
290,58885,Mold in Apartment unit,Other,2021-11-01,2021-11-01,Prince Georges,2021-11-05,Incident Closed-Managed,
291,58872,Smoke from burning leaves.  Neighbors backyard.,Air,2021-10-29,2021-10-27,Anne Arundel,2021-10-27,Incident Closed - No further action,
292,58869,He observed strong odors on 83.  (LDS 10/26/21),Odor,2021-10-14,2021-10-14,,2021-10-29,Incident Closed-Managed,
293,58868,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-25,2021-10-25,Baltimore City,2021-10-29,Incident Closed-Managed,
294,58867,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-24,2021-10-24,Baltimore City,2021-10-29,Incident Closed-Managed,
295,58866,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-21,2021-10-21,Baltimore City,2021-10-29,Incident Closed-Managed,
296,58862,He observed strong odors at a bus stop.,Odor,2021-10-14,2021-10-14,Baltimore City,2021-10-29,Incident Closed-Managed,
297,58861,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-12,2021-10-12,Baltimore City,2021-10-29,Incident Closed-Managed,
298,58860,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-10,2021-10-10,Baltimore City,2021-10-29,Incident Closed-Managed,
299,58859,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-08,2021-10-08,Baltimore City,2021-10-29,Incident Closed-Managed,
300,58858,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-24,2021-09-24,Baltimore City,2021-10-29,Incident Closed-Managed,
301,58857,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-06,2021-10-06,Baltimore City,2021-10-29,Incident Closed-Managed,
302,58856,He smells an industrial odor in the residential neighborhood.,Odor,2021-10-03,2021-10-03,Baltimore City,2021-10-29,Incident Closed-Managed,
303,58848,Questions regarding the Maryland Healthy Air Act.,Air,2021-10-26,2021-10-26,Not Yet Determined,2021-10-27,Incident Closed-Managed,
304,58847,Noxious odor in Cheverly area,Other,2021-10-20,2021-10-20,Prince Georges,2021-10-26,Incident Closed-Managed,
305,58845,Odor Complaint,Odor,2021-10-24,2021-10-24,Dorchester,2021-10-24,Incident Closed - No further action,21835
306,58844,Odor Complaint,Odor,2021-10-08,2021-10-08,Dorchester,2021-10-08,Incident Closed - No further action,21835
307,58843,Odor Complaint,Odor,2021-10-08,2021-10-08,Dorchester,2021-10-08,Incident Closed - No further action,21835
308,58842,Odor Complaint,Odor,2021-10-09,2021-10-09,Dorchester,2021-10-09,Incident Closed - No further action,21835
309,58841,Open burning of leaves in his neighbors backyard firepit.,Air,2021-10-26,2021-10-25,Anne Arundel,2021-10-26,Incident Closed - No further action,
310,58840,"Dust from excavation site.  Concrete pad for 130,000sq.ft already constructed.",Air,2021-10-26,2021-10-22,Anne Arundel,2021-11-03,Incident Closed-No Violation Observed,21076
311,58839,"Street scape project.  New storm drains, street, sidewalk and curbs.  Dust.",Air,2021-10-26,2021-10-22,Frederick,2021-10-28,Incident Closed-No Violation Observed,
312,58838,"Inquiring information about the ASAP dry cleaner.  (soil tests, history)",Air,2021-10-26,2021-10-21,Baltimore,2021-10-21,Incident Closed-No Violation Observed,
313,58836,Chemical odor inside Walmart store,Odor,2021-10-21,2021-10-20,Worcester,2022-03-08,Incident Closed-Managed,21811
314,58828,Open Burning Plastics,Open Burning,2021-10-22,,Washington,,Referred to Outside Agency,21742
315,58827,Open Burning Tires,Open Burning,2021-10-21,,Allegany,,Referred to Outside Agency,21502
316,58826,Odor of Marijuana,Odor,2021-10-13,,Allegany,2022-03-10,Incident Closed-No Violation Observed,21501
317,58821,Noxious smell in the area,Other,2021-10-18,2021-10-18,Prince Georges,2021-10-20,Incident Closed-Managed,
318,58819,Strong Industrial smell in Cheverly area,Other,2021-10-15,2021-10-15,Prince Georges,2021-10-20,Incident Closed-Managed,
319,58818,Mold and air quality in the vents in her rental property.,Air,2021-10-19,2021-10-18,Anne Arundel,2021-10-18,Incident Closed - No further action,
320,58810,Smoke and odor from neighbor burning leaves and other materials.,Open Burning,2021-10-01,2021-09-30,Wicomico,2021-10-01,Incident Closed-No Violation Observed,21801
321,58809,"Dust on her car, etc., from contractors building",Air,2021-10-18,2021-10-15,Anne Arundel,2021-10-19,Incident Closed-Managed,21076
322,58800,Damage to Property from Blasting,Other,2021-10-08,,Washington,2022-06-21,Incident Closed - No further action,21722
323,58799,paint fumes odor,Other,2021-10-12,2021-10-12,Prince Georges,2021-10-18,Incident Closed-Managed,20743
324,58798,Odor in Cheverly area,Other,2021-10-09,2021-10-09,Prince Georges,2021-10-12,Incident Closed-Managed,
325,58797,Fumes and spray painting on cars,Other,2021-10-11,2021-10-11,Howard,,Referred to Outside Agency,21075
326,58790,Inquiry about requirements for sand blasting.,Air,2021-10-07,2021-10-05,Anne Arundel,2021-10-05,Incident Closed - No further action,
327,58777,Ground/Stream Water Pollution,Groundwater Contamination,2021-10-05,,Allegany,2021-10-05,Incident Closed - No further action,21502
328,58774,Radon Gas in Home,Other,2021-10-04,,Allegany,2021-10-05,Incident Closed - No further action,
329,58773,Odor Complaint,Odor,2021-10-02,2021-10-02,Dorchester,2021-10-02,Incident Closed - No further action,21835
330,58772,Odor Complaint,Odor,2021-09-23,2021-09-23,Dorchester,2021-09-23,Incident Closed - No further action,21835
331,58771,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
332,58768,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
333,58766,Dust From Neighbors Construction Project,Fugitive Dust/Particulate Matter,2021-09-28,2021-09-25,Washington,2022-04-19,Incident Closed-Managed,21740
334,58763,"Concerns about the air quality in Mexico Farms area, Cumberland, MD",Air,2021-08-31,2021-08-31,Allegany,2021-10-06,Incident Closed-No Violation Observed,21502
335,58762,"Her CO detector alarmed in her RV and believes odors are coming from her neighbors property, which is now zoned commercial",Air,2021-10-04,2021-09-30,Anne Arundel,2021-10-05,Incident Closed-Managed,21122
336,58762,"Her CO detector alarmed in her RV and believes odors are coming from her neighbors property, which is now zoned commercial",Air,2021-10-04,2021-09-30,Anne Arundel,2021-10-05,Incident Closed-Managed,21122
337,58761,Odor from open burning of trash at her neighbors yard.,Air,2021-10-04,2021-09-30,Anne Arundel,,Under Investigation,21401
338,58756,Open burning odors from a mobile home park up the street from the Complainant.,Air,2021-09-30,2021-09-29,Anne Arundel,,Under Investigation,21060
339,58754,Odors from neighbors dog feces,Odor,2021-09-27,2021-09-27,Baltimore,2021-09-27,Incident Closed - No further action,
340,58746,"heavy smoke from Route 50 Kenilworth, Cheverly",Other,2021-09-25,2021-09-25,Prince Georges,2021-09-29,Incident Closed-Managed,
341,58745,smell of burning plastic,Other,2021-09-25,2021-09-25,Prince Georges,2021-09-29,Incident Closed-Managed,
342,58744,strong smell oil in the air,Other,2021-09-24,2021-09-24,Prince Georges,2021-09-29,Incident Closed-Managed,
343,58743,Strong burning oil in the area.,Other,2021-09-24,2021-09-24,Prince Georges,2021-09-27,Incident Closed-Managed,
344,58742,strong burning smell on Rt 50,Other,2021-09-25,2021-09-25,Prince Georges,2021-09-29,Incident Closed-Managed,
345,58731,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-17,2021-09-17,Baltimore City,2021-09-24,Incident Closed-Managed,
346,58730,He smells an industrial odor in the residential neighborhood.,Odor,2021-09-15,2021-09-15,Baltimore City,2021-09-24,Incident Closed-Managed,
347,48724,Odor Complaint,Odor,2021-09-22,2021-09-22,Dorchester,2021-09-22,Incident Closed - No further action,21835
348,48723,Odor Complaint,Odor,2021-09-22,2021-09-21,Dorchester,2021-09-21,Incident Closed - No further action,21835
349,48722,Odor Complaint,Odor,2021-09-22,2021-09-16,Dorchester,2021-09-19,Incident Closed - No further action,21835
350,48721,Odor Complaint,Odor,2021-09-22,2021-09-14,Dorchester,2021-09-14,Incident Closed - No further action,21835
351,48720,Odor Complaint,Odor,2021-09-22,2021-09-14,Dorchester,2021-09-14,Incident Closed - No further action,21835
352,48718,concern of ventilation system in a nail shop,Other,2021-09-20,2021-09-20,Howard,,Referred to Outside Agency,
353,48702,Smoke and odors come from former Bainbridge Navy Training Site,"Air, Odor, Open Burning, Smoke",2021-09-07,2021-09-07,Cecil,2021-09-17,Incident Closed-Managed,21904
354,48701,Idling trucks near complainants apartment,"Air, Fumes",2021-09-10,2021-09-10,Montgomery,,Referred to Outside Agency,
355,48693,Smoke cloud and a strong smell of oil in the air coming from an unknown factory.,Air,2021-09-15,2021-09-14,Anne Arundel,2021-09-21,Incident Closed-No Violation Observed,
356,48690,He is concerned about asbestos in a renovation on his block.,Fugitive Dust/Particulate Matter,2021-09-03,2021-09-03,Baltimore City,2021-09-15,Incident Closed - No further action,
357,48689,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-30,2021-08-30,Baltimore City,2021-09-15,Incident Closed-Managed,
358,48688,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-27,2021-08-27,Baltimore City,2021-09-15,Incident Closed-Managed,
359,48687,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-26,2021-08-26,Baltimore City,2021-09-15,Incident Closed-Managed,
360,48686,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-25,2021-08-25,Baltimore City,2021-09-15,Incident Closed-Managed,
361,48685,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-20,2021-08-20,Baltimore City,2021-09-15,Incident Closed-Managed,
362,48679,"loud noise from junk yard, odor in Cheverly area",Other,2021-09-10,2021-09-10,Prince Georges,2021-09-13,Incident Closed-Managed,
363,48677,Fumes coming from a metal business,Fumes,2021-09-10,2021-09-10,Baltimore,2021-09-13,Incident Closed - No further action,21222
364,48675,MOSH representative inquiring about requirements for a hookah lounge.,Air,2021-09-13,2021-09-01,Anne Arundel,2021-09-13,Incident Closed - No further action,
365,48674,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-09-01,Anne Arundel,,Incident Not Applicable to MDE,
366,48673,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-31,Anne Arundel,,Incident Not Applicable to MDE,
367,48672,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-30,Anne Arundel,,Incident Not Applicable to MDE,
368,48671,Odor from neighbor burning incense candles.,Air,2021-09-13,2021-08-27,Anne Arundel,,Incident Not Applicable to MDE,
369,48657,Pepper processing plant creating odors in the town.,Odor,2021-09-08,2021-09-08,Dorchester,2022-03-08,Incident Closed-Managed,21643
370,48642,Odor Complaint,Odor,2021-08-26,2021-08-26,Dorchester,2021-08-26,Incident Closed - No further action,21835
371,48641,Odor Complaint,Odor,2021-08-20,2021-08-20,Dorchester,2021-08-20,Incident Closed - No further action,21835
372,48640,Odor Complaint,Odor,2021-08-31,2021-08-17,Dorchester,2021-08-17,Incident Closed - No further action,21835
373,48639,Odor Complaint,Odor,2021-08-31,2021-08-14,Dorchester,2021-08-14,Incident Closed - No further action,21835
374,48626,Odor from Neighbors,Odor,2021-08-24,2021-08-24,Washington,2022-06-21,Incident Closed - No further action,21740
375,48621,Odors from rendering plant have been bad for past two weeks.,Odor,2021-08-26,2021-08-26,Dorchester,2022-03-08,Incident Closed-Managed,21835
376,48616,Noise from her neighbor in their apartment complex.,"Air, Noise Complaint",2021-08-26,2021-08-25,Anne Arundel,,Incident Not Applicable to MDE,
377,48603,Neighbor is using hundreds of mothballs in yard and on public walk way.,"Air, Fumes, Odor",2021-08-19,2021-08-06,Montgomery,,Referred to Outside Agency,20878
378,48599,He smells an industrial odor in the residential neighborhood.,Odor,2021-08-18,2021-08-18,Baltimore City,2021-08-20,Incident Closed-Managed,
379,48598,He smells an odor in the neighborhood when temperatures reach 75 degrees.,Odor,2021-08-11,2021-08-11,Baltimore City,2021-08-20,Incident Closed-Managed,
380,48597,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-26,2021-07-26,Baltimore City,2021-08-20,Incident Closed-Managed,
381,48595,Luis Autobody spray painting outside fumes coming from site.,Other,2021-08-17,2021-08-17,Prince Georges,2021-08-25,Incident Closed-Managed,20781
382,48590,Homeowner at 925 Kosciuszko Avenue pouring gasoline and oil in his yard to kill the weeds.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-17,Incident Closed-Managed,
383,48589,Odor from the autobody shop.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-18,Incident Closed-No Violation Observed,
384,48588,Homeowner pouring gasoline and oil in yard to kill weeds.,Air,2021-08-17,2021-08-11,Anne Arundel,2021-08-17,Incident Closed-Managed,
385,48587,Odor from open burning at 1476 Shot Town RD.,Air,2021-08-17,2021-08-11,Anne Arundel,,Under Investigation,
386,48577,Spring Garden Farm Mulch production is causing noise and unbearable dust.,Fugitive Dust/Particulate Matter,2021-08-14,2021-08-14,Montgomery,2021-08-16,Incident Closed-Managed,20833
387,48576,Concerns regarding smoke and odor emanating from the former Bainbridge Naval Training Center in Port Deposit.,"Air, Open Burning, Smoke",2021-08-12,2021-08-12,Cecil,2021-09-17,Incident Closed-Managed,21904
388,48574,Odors and soot coming from the former Bainbridge Naval Training Site. Strong toxic smell in the air.,"Air, Odor, Open Burning",2021-08-12,2021-08-12,Cecil,2021-09-17,Incident Closed-Managed,21904
389,48572,Trash Truck producing black smoke from exhaust on Route 140 in Westminster.,Smoke,2021-08-12,2021-08-11,Carroll,2021-08-13,Incident Closed-Managed,21046
390,48571,Smoke coming from stack,Smoke,2021-08-09,2021-08-07,Baltimore,2021-08-07,Incident Closed-Managed,21228
391,48565,Odor along North Point Road,Odor,2021-07-09,2021-07-09,Baltimore,2022-01-27,Incident Closed-Managed,21222
392,48564,Odor Complaint,Odor,2021-08-10,2021-08-07,Dorchester,2021-08-07,Incident Closed - No further action,21835
393,48563,Odor Complaint,Odor,2021-08-10,2021-08-07,Dorchester,2021-08-07,Incident Closed - No further action,21835
394,48561,Odor Complaint,Odor,2021-08-09,2021-08-01,Dorchester,2021-08-01,Incident Closed - No further action,21835
395,48560,Odor Complaint,Odor,2021-08-09,2021-07-28,Dorchester,2021-07-28,Incident Closed - No further action,21835
396,48559,Odor Complaint,Odor,2021-07-23,2021-07-23,Dorchester,2021-07-23,Incident Closed - No further action,21835
397,48550,"Complainant stated the following in the email This incinerator needs to be shut down! We cant breathe in Poolesville,  Maryland tonight! what are you going to do abou it? ","Air, Odor",2021-03-02,,Montgomery,2021-08-06,Incident Closed - No further action,
398,48549,Odor from neighbor pouring gasoline or oil onto their yard to kill weeds.,Air,2021-08-06,2021-08-05,Anne Arundel,2021-08-06,Incident Closed-No Violation Observed,21060
399,48548,Odor created from a neighbor pouring gasoline or oil onto their yard to kill weeds.,Air,2021-08-05,2021-08-05,Anne Arundel,2021-08-05,Incident Closed-No Violation Observed,21060
400,48543,smell of exhaust/ noise on Route 70,Other,2021-08-03,2021-08-03,Howard,2021-08-18,Incident Closed-Managed,
401,48542,"Concerned with dust, traffic, and noise associated with Spring Garden Farm mulch production next -door.","Air, Fugitive Dust/Particulate Matter",2021-08-02,2021-08-02,Montgomery,2021-08-16,Incident Closed-Managed,20833
402,48530,odor in Cheverly area and also loud noise in the area,Other,2021-07-22,2021-07-22,Prince Georges,2021-07-30,Incident Closed-Managed,
403,48529,"Landscape Company spraying for mosquitoes at neighbors yard, creating odor and residue getting on her vegetable garden.",Air,2021-07-30,2021-07-29,Anne Arundel,2021-07-30,Incident Closed-No Violation Observed,
404,48525,Dust issues,Fugitive Dust/Particulate Matter,2021-07-28,2021-07-28,Harford,2022-03-03,Incident Closed-No Violation Observed,21085
405,48524,Dust,Fugitive Dust/Particulate Matter,2021-07-28,2021-07-28,Harford,2021-07-29,Incident Closed-No Violation Observed,21085
406,48523,Dust issues,Fugitive Dust/Particulate Matter,2021-07-27,2021-07-27,Harford,2021-07-29,Incident Closed-No Violation Observed,21085
407,48512,Air monitoring equipment/request for crop overspray,Air,2021-07-27,2021-07-27,Caroline,2022-03-08,Incident Closed-Managed,
408,48508,"The complainant has concerns related to dust, noise, and truck traffic at the next-door business, Spring Garden Farm Mulch.","Air, Fugitive Dust/Particulate Matter",2021-07-22,2021-07-22,Montgomery,,Referred to Outside Agency,20833
409,38502,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-17,2021-07-17,Baltimore City,2021-07-22,Incident Closed-Managed,
410,38501,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-15,2021-07-15,Baltimore City,2021-07-22,Incident Closed-Managed,
411,38489,Dust from Allan Myers,Fugitive Dust/Particulate Matter,2021-07-20,2021-07-20,Harford,2021-07-22,Incident Closed-No Violation Observed,21085
412,38475,Smell of burning oil in Cheverly area,Other,2021-07-09,2021-07-09,Prince Georges,2021-07-16,Incident Closed-Managed,
413,38474,Strong industrial smell of burning oil in the Cheverly area,Other,2021-07-08,2021-07-08,Prince Georges,2021-07-16,Incident Closed-Managed,
414,38466,Smoke from open burning of trash.,Air,2021-07-15,2021-07-15,Anne Arundel,2021-07-19,Incident Closed-Managed,21401
415,38464,Townhouse neighbors.  Odor from neighbors smoking things and burning incense candles.  Complainant called about smoke from neighbors grill on 6/7/21.,Air,2021-07-15,2021-07-07,Anne Arundel,,Under Investigation,20764
416,38463,Acid stolen from Plant and dumped into water run-off sewers and creates an odor.  Acid sprayed in the Pinefield neighborhood & surrounding areas.,Air,2021-07-14,2021-07-13,Charles,,Under Investigation,20601
417,38458,Odor from a seafood business.,Air,2021-07-14,2021-06-30,Anne Arundel,2021-07-16,Incident Closed-No Violation Observed,20764
418,38454,Dusting from the reclaim piles at National Gypsum continues to be uncontrolled.  The water truck was only used once in the past week.,Air,2021-07-13,,Baltimore City,,Under Investigation,21224
419,38452,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-05,2021-07-05,Baltimore City,2021-07-13,Incident Closed-Managed,
420,38451,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-11,2021-07-11,Baltimore City,2021-07-13,Incident Closed-Managed,
421,38450,He smells an industrial odor in the residential neighborhood.,Odor,2021-07-10,2021-07-10,Baltimore City,2021-07-13,Incident Closed-Managed,
422,38441,Smell of Hydrogen sulfide from tenant apartment,Other,2021-07-09,2021-07-09,Prince Georges,2021-07-09,Incident Closed-Managed,
423,38440,Dust from Staging Site,Fugitive Dust/Particulate Matter,2021-06-17,2021-06-10,Allegany,2021-07-09,Incident Closed - No further action,21502
424,38430,"National Gypsum only ran the water truck twice since last week,  They have been stirring up dust yesterday and today.",Air,2021-07-07,2021-07-06,Baltimore City,2021-07-07,Incident Closed-Managed,21224
425,38426,Sickling odor in the Cheverly area,Other,2021-07-02,2021-07-02,Prince Georges,2021-07-06,Incident Closed-Managed,
426,38423,She has a sample and wants it to be tested for Asbestos.,Asbestos Complaint,2021-06-29,2021-06-29,Baltimore City,2021-07-02,Incident Closed - No further action,
427,38422,He smells an industrial odor in the residential neighborhood.,Odor,2021-06-24,2021-06-24,Baltimore City,2021-07-02,Incident Closed-Managed,
428,38421,He smells an industrial odor in the residential neighborhood.,Odor,2021-06-23,2021-06-23,Baltimore City,2021-07-02,Incident Closed-Managed,
429,38417,Bad odors,Odor,2021-07-01,2021-07-01,Worcester,2022-03-08,Incident Closed-Managed,21811
430,38411,Mr. Kenneth Frankhouse left a message on H. Janssens work phone.  There is a pile of broken up sheetrock creating a dust cloud when it is loaded into trucks.  The dust cloud is making it difficult to breathe and tearing up the paint on cars.  It looks like it is snowing down here. The have a water truck but they dont use it.,Air,2021-06-30,,Baltimore City,2021-07-13,Incident Closed-Managed,21224
431,38397,Has questions re the safety of pesticides being sprayed on farm field across the road from complainants property,Agricultural,2021-06-25,2021-06-25,Queen Annes,2022-03-08,Incident Closed-Managed,
